DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
05-Mar-2026,EQ,"6,316.50","6,395.00","6,300.00","6,316.00","6,350.00","6,364.50","6,341.60","7,071.50","4,955.00",291293,"1,84,72,62,776.00",32140
04-Mar-2026,EQ,"6,340.00","6,363.50","6,238.50","6,403.50","6,281.50","6,316.00","6,299.87","7,071.50","4,955.00",369392,"2,32,71,22,417.50",42339
02-Mar-2026,EQ,"6,271.50","6,419.00","6,263.50","6,408.50","6,400.00","6,403.50","6,366.16","7,071.50","4,955.00",300339,"1,91,20,05,284.50",26244
27-Feb-2026,EQ,"6,424.00","6,475.00","6,383.50","6,474.00","6,395.50","6,408.50","6,418.99","7,071.50","4,955.00",466870,"2,99,68,32,963.50",45975
26-Feb-2026,EQ,"6,442.00","6,564.50","6,376.00","6,395.50","6,454.50","6,474.00","6,470.06","7,071.50","4,955.00",392374,"2,53,86,81,362.50",39948
25-Feb-2026,EQ,"6,254.50","6,418.00","6,250.00","6,255.50","6,387.50","6,395.50","6,346.37","7,071.50","4,955.00",348440,"2,21,13,27,823.50",22639
24-Feb-2026,EQ,"6,255.00","6,293.50","6,226.50","6,293.50","6,275.00","6,255.50","6,253.70","7,071.50","4,955.00",92139,"57,62,09,513.00",15092
23-Feb-2026,EQ,"6,337.00","6,343.50","6,245.50","6,291.00","6,253.50","6,293.50","6,294.80","7,071.50","4,955.00",97285,"61,23,89,573.50",15251
20-Feb-2026,EQ,"6,297.50","6,320.00","6,251.50","6,297.50","6,292.00","6,291.00","6,294.60","7,071.50","4,955.00",338573,"2,13,11,82,990.00",26636
19-Feb-2026,EQ,"6,255.00","6,350.00","6,251.00","6,283.50","6,275.00","6,297.50","6,314.64","7,071.50","4,955.00",185828,"1,17,34,37,098.00",19010
18-Feb-2026,EQ,"6,165.00","6,299.00","6,165.00","6,187.50","6,272.00","6,283.50","6,248.96","7,071.50","4,955.00",438670,"2,74,12,33,072.00",40514
17-Feb-2026,EQ,"6,125.50","6,230.00","6,102.50","6,149.50","6,195.00","6,187.50","6,186.60","7,071.50","4,955.00",151261,"93,57,91,656.00",19060
16-Feb-2026,EQ,"6,105.50","6,222.00","6,008.50","6,168.50","6,120.00","6,149.50","6,181.99","7,071.50","4,955.00",175634,"1,08,57,67,385.00",16953
